num,year,month,day,hour,min,sec,T,type
610,2009,11,11,6,11,5.4,19.71,R
611,2009,11,11,6,14,46.1,50.22,R
612,2009,11,11,6,25,14.4,54.84,R
613,2009,11,11,6,34,21.6,63.76,R
614,2009,11,11,6,47,24.7,21.53,R
615,2009,11,11,6,47,52.8,163.47,R
616,2009,11,11,6,51,24.7,66.41,R
617,2009,11,11,6,56,49.3,51.5,R
618,2009,11,11,6,57,47.9,30.21,R
619,2009,11,11,6,58,23.5,158.14,R
620,2009,11,11,7,12,54.1,44.23,R
621,2009,11,11,7,13,55.4,24.64,R
622,2009,11,11,7,14,22.2,89.08,R
623,2009,11,11,7,29,8.7,56.94,R
624,2009,11,11,7,54,22.2,51.92,R
625,2009,11,11,7,59,32.9,66.33,R
626,2009,11,11,9,19,21.1,48.54,R
627,2009,11,11,10,32,11.4,80.26,R
628,2009,11,11,12,3,53.7,41.38,R
629,2009,11,13,4,2,8,21.58,S
630,2009,11,15,21,41,22.8,26.6,S
631,2009,11,20,10,5,19.7,18.33,S
632,2009,11,25,20,2,47,44.41,S
633,2009,11,28,19,8,20,27.56,S
634,2009,11,29,19,35,59.6,40.63,R
635,2009,11,29,21,29,51.7,26.41,R
636,2009,11,29,23,39,45.5,55.61,R
637,2009,11,30,2,26,37.5,65.51,R
638,2009,11,30,2,29,31.2,16.31,R
639,2009,11,30,2,29,53.7,36.3,R
640,2009,11,30,3,39,44.8,5.76,Q
641,2009,11,30,5,29,20.6,54.86,R
642,2009,11,30,5,55,16.7,65.43,R
643,2009,11,30,7,15,9.8,53.02,R
644,2009,11,30,8,50,19.1,55.15,R
645,2009,11,30,9,11,24.9,25.37,R
646,2009,11,30,9,31,33.4,27.18,R
647,2009,11,30,9,43,22.7,62.13,R
648,2009,11,30,10,2,14.1,52.2,R
649,2009,11,30,11,54,13.6,41.8,R
650,2009,11,30,12,4,45.5,21.37,R
651,2009,11,30,14,12,57.6,51.48,R
652,2009,11,30,14,14,7.8,51.5,R
653,2009,11,30,14,51,8.9,30.72,R
654,2009,11,30,14,58,16.3,20.72,R
655,2009,11,30,15,2,26.9,48.73,R
656,2009,11,30,15,48,32,45.99,R
657,2009,11,30,16,17,28.4,70.9,R
658,2009,11,30,16,23,34.7,37.91,R
659,2009,11,30,19,9,39.3,27.74,R
660,2009,11,30,20,18,19.9,34.12,R
661,2009,12,1,3,8,21,70.63,R
662,2009,12,1,4,3,20.6,83.14,R
663,2009,12,1,10,23,33.1,26.52,R
664,2009,12,1,10,50,33.2,59.61,R
665,2009,12,1,11,13,38.2,79.32,R
666,2009,12,1,13,41,17.1,90.41,R
667,2009,12,1,17,32,56.1,10.27,Q
668,2009,12,2,16,48,23,88.74,R
669,2009,12,3,16,38,59.5,80.61,R
670,2009,12,3,17,28,47.9,30.57,R
671,2009,12,3,18,21,28.2,25.83,S
672,2009,12,3,18,58,2.6,40.62,R
673,2009,12,3,19,5,44,60.86,R
674,2009,12,3,22,51,24.9,75.84,R
675,2009,12,3,23,8,3.3,87.62,R
676,2009,12,4,0,58,37.6,54.3,R
677,2009,12,4,1,57,34.1,30.19,R
678,2009,12,4,2,22,44.5,42.48,S
679,2009,12,4,3,25,35.6,53.39,R
680,2009,12,4,3,54,41.7,80.32,R
681,2009,12,4,3,56,37.5,51.93,R
682,2009,12,4,10,44,52.6,33.78,R
683,2009,12,4,11,0,14.6,14.41,R
684,2009,12,4,13,9,1.6,79.61,R
685,2009,12,4,13,13,46,34.11,R
686,2009,12,4,13,38,39.7,49.7,R
687,2009,12,4,17,35,9.7,62.93,R
688,2009,12,4,18,41,54,24.94,R
689,2009,12,4,19,22,0.8,36.62,R
690,2009,12,6,11,16,32.9,30.43,R
691,2009,12,6,18,32,18.5,9.35,R
692,2009,12,6,19,32,29.2,59.44,R
693,2009,12,7,0,42,38.7,39.84,R
694,2009,12,7,0,43,36.5,53.54,R
695,2009,12,7,16,22,59,30.24,R
696,2009,12,7,18,50,37.5,85.28,R
697,2009,12,7,19,38,3,45.03,R
698,2009,12,7,20,0,20.6,33.41,R
699,2009,12,7,20,1,5.5,57.34,R
700,2009,12,7,23,3,9,82.01,R
701,2009,12,7,23,13,54.8,58.31,R
702,2009,12,8,2,43,36.1,12.56,R
703,2009,12,8,3,39,59,32.54,R
704,2009,12,8,4,2,41.8,30.91,R
705,2009,12,8,4,3,14.6,124.03,R
706,2009,12,8,4,5,24.8,37.87,R
707,2009,12,8,4,7,31.6,46.98,R
708,2009,12,8,7,8,18.9,42.14,R
709,2009,12,8,7,45,10,52.93,R
710,2009,12,8,8,7,8,55.86,R
711,2009,12,10,2,41,44.2,80.64,S
712,2009,12,12,15,39,49.4,75.21,R
713,2009,12,12,15,41,8.4,45.43,R
714,2009,12,13,6,30,47.5,53.8,R
715,2009,12,13,7,41,46.6,64.53,R
716,2009,12,14,12,12,24.4,53.79,R
717,2009,12,15,5,53,39.4,4.28,Q
718,2009,12,15,12,4,34.5,4.29,Q
719,2009,12,17,1,41,14.3,455.33,S
720,2009,12,17,11,39,52,40.21,S
721,2009,12,17,15,38,33.9,23.38,S
722,2009,12,17,23,19,1.6,107.98,S
723,2009,12,21,15,52,44.9,7.88,R
724,2009,12,22,13,57,21.5,5.29,Q
725,2009,12,22,20,24,2.9,24.52,R
726,2009,12,22,20,42,53.7,6.85,Q
727,2009,12,22,20,48,27.3,7.02,R
728,2009,12,22,21,2,3.9,12.34,R
729,2009,12,22,21,3,34.3,59.87,R
730,2009,12,22,21,22,5.6,38.52,R
731,2009,12,22,22,23,38.7,42.52,R
732,2009,12,22,23,20,16,67.25,R
733,2009,12,23,0,1,40.4,39.16,R
734,2009,12,23,1,33,13.4,21.22,R
735,2009,12,23,2,49,4.5,52.73,R
736,2009,12,23,4,50,51,46.37,R
737,2009,12,23,10,11,35,15.29,S
738,2009,12,23,17,14,10.6,72.46,R
739,2009,12,23,17,17,55.9,41.96,R
740,2009,12,23,17,35,48.7,99.4,R
741,2009,12,23,18,5,25,44.94,R
742,2009,12,23,18,7,14.3,52.13,R
743,2009,12,23,18,8,58.3,33.85,R
744,2009,12,23,18,25,2.5,57.49,R
745,2009,12,23,18,46,25,86.94,R
746,2009,12,23,18,53,27.1,42,R
747,2009,12,23,18,54,11.5,89.42,R
748,2009,12,23,20,4,13.9,57.39,R
749,2009,12,24,0,35,7.7,40.7,S
750,2009,12,24,3,9,0.4,5.1,Q
751,2009,12,24,4,29,50.7,56.45,R
752,2009,12,24,8,19,35.8,20.12,R
753,2009,12,24,8,56,7.4,41.5,R
754,2009,12,24,20,31,27.3,39.49,R
755,2009,12,24,21,32,2.2,34.34,R
756,2009,12,25,2,46,11.6,36.62,R
757,2009,12,25,4,43,56.3,50.8,R
758,2009,12,25,4,51,10.4,47.84,R
759,2009,12,25,6,24,32.2,32.38,S
760,2009,12,25,6,46,21,40.21,R
761,2009,12,25,7,7,40.6,41.58,R
762,2009,12,25,7,44,41.6,55.11,R
763,2009,12,25,8,12,5.2,7.6,Q
764,2009,12,25,9,59,45,5.56,Q
765,2009,12,25,16,43,13.8,71.91,R
766,2009,12,25,17,41,49.2,26.9,R
767,2009,12,28,15,0,39.6,43.24,R
768,2009,12,28,17,53,38.1,35.88,R
769,2009,12,28,20,14,36.4,99.86,R
770,2009,12,29,3,45,52.6,24.8,S
771,2009,12,29,6,19,39.7,53.64,R
772,2009,12,29,7,13,47.6,42.53,R
773,2009,12,29,7,54,31.1,59.02,R
774,2009,12,29,8,47,42.3,88.54,R
775,2009,12,29,11,49,31.3,70.32,R
776,2009,12,30,11,56,21.9,40.63,R
777,2009,12,30,12,52,43.3,61.62,R
778,2009,12,30,12,54,18.7,48.78,R
779,2009,12,30,12,55,20,27.01,R
780,2009,12,30,12,56,9.3,44.85,R
781,2009,12,30,13,32,49.1,6.3,Q
782,2009,12,30,14,13,20.6,3.52,Q
783,2009,12,30,18,36,32.8,29.51,R
784,2009,12,30,23,21,34.7,12.57,Q
785,2009,12,30,23,50,53.1,56.83,R
786,2009,12,31,5,51,20.2,58.95,R
787,2009,12,31,5,56,42.2,26.26,R
788,2009,12,31,6,37,5.2,56.58,R
789,2009,12,31,6,48,42.6,88.87,R
790,2009,12,31,6,53,15.4,115.7,R
791,2009,12,31,6,55,32.9,128.24,R
792,2009,12,31,7,11,56.3,51.62,R
793,2009,12,31,9,23,11.9,39.86,R
794,2009,12,31,10,50,8.7,47.08,S
795,2009,12,31,11,26,36.9,34.71,R
796,2009,12,31,11,27,16.9,91.45,R
797,2009,12,31,12,58,0.6,24.77,R
798,2009,12,31,14,43,22.7,82.92,R
799,2009,12,31,15,34,31.6,10.23,R
800,2009,12,31,15,34,43.5,165.02,R
801,2009,12,31,17,14,47.3,97.89,R
802,2010,1,1,6,44,0.9,46.24,R
803,2010,1,1,6,46,23.2,83.77,R
804,2010,1,1,10,10,7.1,61.09,R
805,2010,1,1,10,22,25.6,42.99,R
806,2010,1,1,11,4,39,36.7,R
807,2010,1,1,12,15,46.7,42.4,R
808,2010,1,1,15,0,20.4,61.47,R
809,2010,1,1,15,38,19.8,63.28,R
810,2010,1,1,16,25,37.6,25.44,R
811,2010,1,1,16,48,9.5,71.21,R
812,2010,1,1,17,27,23.5,100.96,R
813,2010,1,1,17,36,53.1,63.14,R
814,2010,1,1,17,42,59.1,20.03,R
815,2010,1,1,18,16,49.4,81.03,R
816,2010,1,1,18,50,40.7,65.89,R
817,2010,1,1,19,1,43.1,63.47,R
818,2010,1,1,20,53,28.3,114.31,R
819,2010,1,1,21,6,7.4,83.71,R
820,2010,1,2,0,23,13.3,48.34,R
821,2010,1,2,2,13,10.9,43.92,R
822,2010,1,2,4,31,34.3,57.76,R
823,2010,1,2,6,18,31.9,60.92,R
824,2010,1,2,12,5,42.4,17.2,R
825,2010,1,5,12,12,59.4,36.44,R
826,2010,1,12,22,4,15.7,91.4,S
827,2010,1,13,5,54,18.4,31.9,R
828,2010,1,13,5,58,47.6,48.06,R
829,2010,1,13,10,25,21.5,27.14,R
830,2010,1,13,23,48,51.8,52.68,R
831,2010,1,15,5,15,16.9,31.48,R
832,2010,1,15,10,53,26.5,7.01,Q
833,2010,1,15,15,14,53.1,62.3,R
834,2010,1,16,15,26,35.1,26.41,S
835,2010,1,16,17,39,31,40.04,R
836,2010,1,16,18,57,21,83.48,R
837,2010,1,16,19,59,23.6,71.44,R
838,2010,1,16,23,25,17.9,40.54,R
839,2010,1,16,23,31,28.2,60.15,R
840,2010,1,16,23,32,59.7,95.36,R
841,2010,1,16,23,52,20.2,19.04,R
842,2010,1,16,23,52,43.3,78.47,R
843,2010,1,16,23,55,33.3,72.22,R
844,2010,1,17,1,21,42.4,43.19,R
845,2010,1,17,3,27,48.9,72.86,R
846,2010,1,17,7,25,6.3,63.56,R
847,2010,1,17,8,13,5.1,44.47,R
848,2010,1,17,8,47,26.9,48.8,R
849,2010,1,17,11,7,26.1,35.99,R
850,2010,1,17,11,15,27.7,39.14,R
851,2010,1,17,13,34,20.9,28.01,R
852,2010,1,17,13,40,37.3,37.19,R
853,2010,1,17,13,42,30.1,34.9,R
854,2010,1,17,15,15,15.3,79.69,R
855,2010,1,17,16,6,34.9,55.24,R
856,2010,1,17,16,22,17.5,57.88,R
857,2010,1,17,16,29,13.7,35.39,R
858,2010,1,17,18,11,39.5,13.9,Q
859,2010,1,18,12,50,13.4,50.14,R
860,2010,1,18,12,53,43.4,19.64,R
861,2010,1,18,14,13,11.5,63.96,R
862,2010,1,18,14,57,29.4,28.87,R
863,2010,1,18,16,4,8.4,43.99,R
864,2010,1,18,16,36,2.9,88.12,R
865,2010,1,18,19,6,29.9,81.88,R
866,2010,1,18,22,2,52.7,113.52,R
867,2010,1,19,15,14,39.1,30.97,R
868,2010,1,19,15,34,50.8,26.33,R
869,2010,1,19,16,7,29.3,80.13,R
870,2010,1,19,16,52,7.3,3.48,Q
871,2010,1,19,17,37,5.6,89.81,R
872,2010,1,19,18,13,31,100.65,R
873,2010,1,19,18,27,35,46.82,R
874,2010,1,19,18,54,18.7,34.87,R
875,2010,1,19,18,54,54.3,100.38,R
876,2010,1,19,20,9,16.7,59.84,R
877,2010,1,19,21,29,10.9,81.42,R
878,2010,1,20,20,23,39.4,51.86,R
879,2010,1,20,21,15,33.7,6.64,Q
880,2010,1,20,22,48,17,43.29,R
881,2010,1,21,14,14,13,49.38,R
882,2010,1,21,21,56,47.5,71.62,R
883,2010,1,22,8,11,57.9,10.78,Q
884,2010,1,22,8,28,21.4,97.47,R
885,2010,1,22,8,44,44.4,29.98,R
886,2010,1,22,9,18,31.2,39.53,R
887,2010,1,22,12,33,26.4,44.09,R
888,2010,1,22,14,12,25.3,37.97,R
889,2010,1,23,13,22,18.7,65.3,R
890,2010,1,25,21,4,43.1,29.51,R
891,2010,1,26,12,44,59.9,28.25,S
892,2010,1,30,11,24,58.4,3.27,Q
893,2010,2,1,10,53,46,31.89,S
894,2010,2,1,13,47,43.6,16.76,S
895,2010,2,1,23,14,0.3,8.38,S
896,2010,2,3,21,44,9.4,32.98,R
897,2010,2,4,14,56,59.1,33.4,R
898,2010,2,5,2,36,33.2,76.22,S
899,2010,2,5,9,33,31.1,69.46,R
900,2010,2,5,11,6,9.6,13.98,R
901,2010,2,5,11,46,56,65.44,R
902,2010,2,5,11,55,41,49.39,R
903,2010,2,5,12,5,5.7,20.73,R
904,2010,2,5,12,55,38,34.3,R
905,2010,2,5,12,59,40.8,53.13,R
906,2010,2,5,13,4,49.1,65.44,R
907,2010,2,5,13,22,15.4,51.71,R
908,2010,2,5,13,27,54.6,31.45,R
909,2010,2,5,13,37,43.6,40.02,R
910,2010,2,5,14,40,9.6,28.55,R
911,2010,2,5,15,44,21.6,56.91,R
912,2010,2,5,15,59,31.2,69.84,R
913,2010,2,5,19,38,4.9,69.56,R
914,2010,2,5,20,56,47.9,18.47,R
915,2010,2,5,23,44,34.8,84.04,R
916,2010,2,6,0,44,32.9,75.8,R
917,2010,2,6,0,55,54.2,52.2,R
918,2010,2,6,0,57,30.3,110.07,R
919,2010,2,6,2,59,31.4,58.07,R
920,2010,2,6,9,22,20.2,47.4,R
921,2010,2,6,11,25,22.4,54.62,R
922,2010,2,6,12,11,7.6,57.33,R
923,2010,2,6,12,13,15.7,61.34,R
924,2010,2,6,14,49,13.6,81.63,R
925,2010,2,6,16,13,49.6,5.7,S
926,2010,2,6,17,5,22,35.24,R
927,2010,2,6,17,6,0.6,58.22,R
928,2010,2,6,18,22,40,38.12,R
929,2010,2,6,18,31,22.9,51.83,R
930,2010,2,6,18,41,20.9,42.76,R
931,2010,2,6,18,51,14,72.36,R
932,2010,2,6,19,31,0.2,88.68,R
933,2010,2,6,20,3,55.3,93.86,R
934,2010,2,6,21,9,10.2,54.76,R
935,2010,2,7,3,3,50.9,64.49,R
936,2010,2,7,3,18,23.3,54.96,R
937,2010,2,7,3,39,50,83.82,R
938,2010,2,7,4,33,10.3,85.42,R
939,2010,2,7,6,50,33.3,52.63,R
940,2010,2,7,8,9,27.3,38.19,R
941,2010,2,7,17,7,46,11.28,Q
942,2010,2,7,17,7,59.3,10.16,Q
943,2010,2,8,5,33,31,49.04,R
944,2010,2,8,5,38,41.1,53.04,R
945,2010,2,9,7,29,55.2,62.88,R
946,2010,2,9,10,7,9.1,76.17,R
947,2010,2,9,18,40,36.6,59.99,R
948,2010,2,9,18,41,55.9,28.9,R
949,2010,2,10,2,11,24.7,76.42,R
950,2010,2,10,2,15,56.2,70.06,R
951,2010,2,10,2,21,57.2,46.33,R
952,2010,2,10,2,25,6.1,56.59,R
953,2010,2,10,2,29,32.4,82.97,R
954,2010,2,10,2,33,58.4,48.18,R
955,2010,2,10,2,35,1.9,134.16,R
956,2010,2,10,2,53,31.7,43,R
957,2010,2,10,3,25,4,60.05,R
958,2010,2,10,3,33,52,47.7,R
959,2010,2,10,3,38,37.5,116.23,R
960,2010,2,10,4,0,43.9,105.63,R
961,2010,2,11,22,2,46,24.59,S
962,2010,2,11,22,3,39.2,17.2,S
963,2010,2,16,15,27,43.6,50.64,R
964,2010,2,17,16,44,52.3,72.68,R
965,2010,2,17,17,30,20,39.92,R
966,2010,2,17,21,42,10,36.06,R
967,2010,2,17,22,8,8,62.05,R
968,2010,2,17,23,45,13.3,64.82,R
969,2010,2,17,23,50,26.8,59.28,R
970,2010,2,17,23,59,26.4,75.54,R
971,2010,2,18,0,28,37,78.4,R
972,2010,2,18,1,24,26.6,61.75,S
973,2010,2,18,2,21,49.4,84.06,R
974,2010,2,18,5,48,5.7,69.98,R
975,2010,2,18,6,8,31.9,84.03,R
976,2010,2,18,6,12,25.6,45.3,R
977,2010,2,18,12,34,26.3,67.61,R
978,2010,2,18,19,57,52.9,86.51,R
979,2010,2,18,22,38,54,78.66,R
980,2010,2,19,6,14,5.8,48.36,R
981,2010,2,19,6,15,13,17.37,R
982,2010,2,19,6,38,52.2,62.61,R
983,2010,2,19,6,49,30.5,59.08,R
984,2010,2,19,7,2,41.6,35.21,R
985,2010,2,19,7,30,21.6,55.9,R
986,2010,2,19,8,10,15,79.14,R
987,2010,2,19,8,29,41.9,10.03,R
988,2010,2,19,10,2,44.9,34.12,R
989,2010,2,19,10,35,48.2,39.38,R
990,2010,2,19,11,2,37.9,57.84,R
991,2010,2,19,11,3,46.4,46.71,R
992,2010,2,19,11,10,39.6,23.97,R
993,2010,2,19,11,36,58.8,23.47,R
994,2010,2,19,12,2,0,27.58,R
995,2010,2,19,12,10,11.7,32.68,R
996,2010,2,19,12,22,8.9,79.24,R
997,2010,2,19,12,45,51.9,47.98,R
998,2010,2,19,12,53,27,37.3,R
999,2010,2,19,13,1,1,21.11,R
1000,2010,2,19,13,13,31.6,48.5,R
1001,2010,2,19,13,14,28.1,59.55,R
1002,2010,2,19,13,20,55.2,56.23,R
1003,2010,2,19,13,28,25.5,6.16,R
1004,2010,2,19,13,31,33.9,52.09,R
1005,2010,2,19,13,34,53.5,97.02,R
1006,2010,2,19,13,37,46.4,49.69,R
1007,2010,2,19,13,38,40.4,61.6,R
1008,2010,2,19,13,54,15.8,57.84,R
1009,2010,2,19,14,24,20.5,57.79,R
1010,2010,2,19,15,34,52,84.45,R
1011,2010,2,19,16,11,16.9,34.17,R
1012,2010,2,19,16,18,32.1,58.38,R
1013,2010,2,19,16,25,51.5,73.51,R
1014,2010,2,19,19,4,2.8,43.41,R
1015,2010,2,19,19,32,35.5,54.04,R
1016,2010,2,19,20,10,30.4,9.8,S
1017,2010,2,19,21,57,30.3,99.63,R
1018,2010,2,22,22,10,52.8,4.1,Q
1019,2010,2,22,22,17,56.3,78.61,R
1020,2010,2,24,2,9,8.8,71.07,R
1021,2010,2,24,5,42,30.8,28.02,R
1022,2010,2,24,5,45,17.2,19.1,R
1023,2010,2,24,5,55,44.4,4.51,R
1024,2010,2,24,6,1,49.4,39.45,R
1025,2010,2,24,9,32,34.6,19.69,R
1026,2010,2,24,12,16,43.8,14.19,R
1027,2010,2,24,12,25,58.6,17.86,R
1028,2010,2,24,21,59,41.2,95.27,R
1029,2010,2,24,23,49,37,40.08,S
1030,2010,2,25,6,52,27.2,47.4,R
1031,2010,2,25,12,30,28.3,39.85,R
1032,2010,2,25,22,52,6.5,20.25,R
1033,2010,2,25,23,5,12.6,30.5,R
1034,2010,2,26,4,6,12.2,50.36,R
1035,2010,2,26,4,31,59,60.1,R
1036,2010,2,26,4,46,58,20.21,R
1037,2010,2,27,6,49,26.2,1339,S
1038,2010,2,27,11,13,8.7,84.32,R
1039,2010,3,1,7,36,28.7,56.64,R
1040,2010,3,3,21,3,9.6,76.66,R
1041,2010,3,4,13,2,57.3,54.48,R
1042,2010,3,4,14,21,42.7,146.72,S
1043,2010,3,5,12,1,52,29.62,R
1044,2010,3,12,13,39,6.3,40.58,S
1045,2010,3,15,13,11,28.8,11.41,S
1046,2010,3,15,18,31,37.8,8.22,Q
1047,2010,3,18,9,18,48.9,11.65,S
1048,2010,3,20,8,19,21.8,7.32,Q
1049,2010,3,22,16,42,10.5,6.72,Q
1050,2010,3,22,21,25,18,29.34,R
1051,2010,3,23,4,29,49.4,56.58,R
1052,2010,3,26,3,0,55.9,5.07,Q
1053,2010,3,27,17,3,32.1,8.65,R
1054,2010,3,27,18,28,32.4,64.09,R
1055,2010,3,27,19,51,59.1,51.81,R
1056,2010,3,29,10,2,40,24.47,S
1057,2010,4,1,1,55,41.4,2.06,Q
1058,2010,4,1,8,25,14.5,6.66,Q
1059,2010,4,4,7,22,52,74.58,R
1060,2010,4,4,7,31,56.5,63.17,R
1061,2010,4,4,7,34,16.1,54.19,R
1062,2010,4,4,7,38,18,82.02,R
1063,2010,4,4,7,40,13.8,59.54,R
1064,2010,4,4,8,32,52.3,62.3,R
1065,2010,4,4,8,39,21.5,84.1,R
1066,2010,4,4,12,7,42.1,3.78,Q
1067,2010,4,4,17,52,27.2,65.06,R
1068,2010,4,4,21,16,55.2,74.37,S
1069,2010,4,5,6,32,16.4,50.42,R
1070,2010,4,7,3,6,49.8,56.57,S
1071,2010,4,7,19,0,53.1,37.83,R
1072,2010,4,7,19,24,21.9,17.6,R
1073,2010,4,7,19,28,26.1,36.85,R
1074,2010,4,7,19,39,40.8,43.82,R
1075,2010,4,7,20,31,16.5,27.43,R
1076,2010,4,7,21,20,52.6,31.65,R
1077,2010,4,7,22,7,38.8,38.13,R
1078,2010,4,8,1,28,8,65.16,R
1079,2010,4,8,2,7,30.4,74.86,R
1080,2010,4,8,3,3,34.8,96.32,R
1081,2010,4,8,10,2,3.4,25.78,S
1082,2010,4,8,13,54,11.5,47.85,R
1083,2010,4,8,15,26,13.2,76.41,R
1084,2010,4,8,16,20,46.1,71.39,R
1085,2010,4,8,16,51,15.5,57.94,R
1086,2010,4,8,17,8,12.4,85.65,R
1087,2010,4,8,17,9,50.7,25.35,R
1088,2010,4,8,17,10,30.7,40.33,R
1089,2010,4,8,17,13,5.1,60.19,R
1090,2010,4,8,17,15,37.1,50.74,R
1091,2010,4,8,17,38,24.3,99.16,R
1092,2010,4,8,18,2,45.8,28.68,R
1093,2010,4,8,18,7,55,46.04,R
1094,2010,4,8,18,41,59.5,91.77,R
1095,2010,4,8,20,46,7.2,46.35,R
1096,2010,4,8,21,27,48.8,81.75,R
1097,2010,4,9,0,17,54.8,79.84,R
1098,2010,4,9,7,34,22.4,23,S
1099,2010,4,9,11,3,54.6,59.11,R
1100,2010,4,11,4,35,10.9,94.84,R
1101,2010,4,11,17,5,4.2,4.4,Q
1102,2010,4,11,22,10,37,264.1,S
1103,2010,4,13,0,39,17.8,49.23,R
1104,2010,4,13,4,37,6.9,56.8,R
1105,2010,4,13,9,18,23.7,36.28,R
1106,2010,4,13,9,25,54,40.21,R
1107,2010,4,13,10,48,10.3,56.98,R
1108,2010,4,13,11,20,31.2,78.92,R
1109,2010,4,13,11,28,52.8,8.81,R
1110,2010,4,13,11,36,28.5,27.73,S
1111,2010,4,14,0,0,35,78.44,S
1112,2010,4,14,13,50,26.9,51.91,S
1113,2010,4,18,10,41,36,34.69,R
1114,2010,4,20,23,3,44,46.19,S
1115,2010,4,22,8,4,8.5,1.63,Q
1116,2010,4,28,13,56,18.8,18.99,S
1117,2010,4,30,15,12,51.8,15.84,S
1118,2010,5,2,5,39,52.8,42.85,R
1119,2010,5,2,22,35,55.5,20.26,S
1120,2010,5,3,8,44,1.8,9.38,Q
1121,2010,5,3,20,32,29.1,32.38,R
1122,2010,5,3,21,0,51.2,43.2,R
1123,2010,5,4,0,28,46.7,38.93,R
1124,2010,5,5,7,15,20.1,29.78,R
1125,2010,5,5,8,11,22.9,48.97,R
1126,2010,5,5,11,29,56,44.55,R
1127,2010,5,5,11,34,13.5,71.62,R
1128,2010,5,5,11,37,45.1,56.63,R
1129,2010,5,5,13,11,57.9,59.34,R
1130,2010,5,5,13,57,34.7,7.05,Q
1131,2010,5,5,15,21,50.7,2.62,Q
1132,2010,5,5,15,56,1.4,59,R
1133,2010,5,5,16,3,8.9,25.52,R
1134,2010,5,5,16,15,54.9,38.69,R
1135,2010,5,5,16,42,53.5,85.78,R
1136,2010,5,5,17,23,18.8,58.72,R
1137,2010,5,5,18,35,29.9,32.27,R
1138,2010,5,5,19,35,23.6,54.07,R
1139,2010,5,5,19,36,20,29.65,R
1140,2010,5,5,19,36,56.9,61.34,R
1141,2010,5,5,20,56,54.8,66.87,R
1142,2010,5,5,22,29,0.9,35.51,R
1143,2010,5,5,22,48,48.7,60.84,R
1144,2010,5,6,3,31,30.9,29.63,R
1145,2010,5,6,4,50,31.7,82.13,R
1146,2010,5,6,6,4,23.9,50.82,R
1147,2010,5,6,11,49,17.6,51.94,R
1148,2010,5,6,13,36,28.1,11.91,R
1149,2010,5,6,14,49,9,41.32,R
1150,2010,5,6,20,29,9.5,74.06,R
1151,2010,5,6,22,10,50.1,5.58,Q
1152,2010,5,7,9,52,30.8,8.46,Q
1153,2010,5,7,11,48,20,13.6,Q
1154,2010,5,9,6,12,25.5,164.84,S
1155,2010,5,11,18,53,11.8,17.69,R
1156,2010,5,11,18,53,35.4,70.29,R
1157,2010,5,12,20,48,50.7,74.76,R
1158,2010,5,13,8,25,54.3,40.7,R
1159,2010,5,13,12,44,15.3,73.51,R
1160,2010,5,13,18,19,2.3,70.13,R
1161,2010,5,13,21,3,39.7,58.09,R
1162,2010,5,14,2,19,27,52.91,R
1163,2010,5,14,2,52,49.2,63.94,R
1164,2010,5,14,6,45,43.5,52.97,R
1165,2010,5,14,6,49,15,43.7,R
1166,2010,5,14,7,55,29.4,22.78,S
1167,2010,5,15,1,52,17.3,95.09,R
1168,2010,5,15,5,10,15.3,77.58,S
1169,2010,5,15,6,55,50.9,77.22,R
1170,2010,5,15,7,47,51.5,72.55,R
1171,2010,5,15,8,14,23.6,24.38,R
1172,2010,5,15,8,15,4.5,39.15,R
1173,2010,5,15,10,20,17.2,55.22,R
1174,2010,5,15,10,27,38.7,40.7,R
1175,2010,5,15,10,40,20.3,34.95,R
1176,2010,5,15,10,41,3.7,18.26,R
1177,2010,5,15,10,41,37.5,44.83,R
1178,2010,5,15,11,7,24.5,66.46,R
1179,2010,5,15,11,17,42.1,39.31,R
1180,2010,5,15,12,28,7.1,44.36,R
1181,2010,5,15,13,43,50.8,24.66,R
1182,2010,5,15,14,51,33.1,42.84,R
1183,2010,5,15,14,52,53.7,64.44,R
1184,2010,5,15,15,0,40.4,65.3,R
1185,2010,5,15,15,2,4.5,83.27,R
1186,2010,5,15,15,10,29.6,70.54,R
1187,2010,5,15,15,14,33.9,68.63,R
1188,2010,5,15,15,22,51,77.86,R
1189,2010,5,15,15,30,49.1,46.26,R
1190,2010,5,15,15,31,47,31.51,R
1191,2010,5,15,15,32,50.3,40.11,R
1192,2010,5,15,15,40,23.5,6.18,R
1193,2010,5,15,15,41,38.3,65.96,R
1194,2010,5,15,16,7,26.9,17.39,R
1195,2010,5,15,16,16,49.2,12.23,R
1196,2010,5,15,16,31,54.4,11.88,R
1197,2010,5,15,17,0,49,22.48,R
1198,2010,5,15,17,6,56.2,40.9,R
1199,2010,5,15,17,8,50.3,39.01,R
1200,2010,5,15,17,12,43.5,43.33,R
1201,2010,5,15,17,13,31.2,67.45,R
1202,2010,5,15,17,17,21.6,97.08,R
1203,2010,5,15,17,39,42.9,25.59,R
1204,2010,5,15,17,40,10.5,34.62,R
1205,2010,5,15,17,43,0.2,31.43,R
1206,2010,5,15,17,43,37,49.22,R
1207,2010,5,15,17,45,6.3,52.08,R
1208,2010,5,15,17,53,4.8,91.32,R
1209,2010,5,15,18,18,29.8,51.31,R
1210,2010,5,15,18,25,45.1,22.42,R
1211,2010,5,15,18,33,53.7,23.87,R
1212,2010,5,15,19,24,17,64.29,R
1213,2010,5,15,19,36,19.2,3.16,Q
