num,year,month,day,hour,min,sec,T,type
1905,2010,12,7,12,20,57.1,67.1,R
1906,2010,12,7,12,53,51.4,100.16,R
1907,2010,12,7,12,58,4.2,89.18,R
1908,2010,12,7,13,0,23.4,25.96,R
1909,2010,12,7,13,47,15.2,64.98,R
1910,2010,12,7,14,11,51.4,76.33,R
1911,2010,12,7,15,24,28.9,88.08,R
1912,2010,12,7,19,23,50,106.77,R
1913,2010,12,7,20,17,58.2,1.35,Q
1914,2010,12,7,21,2,2,86.64,R
1915,2010,12,7,21,23,44.2,68.9,R
1916,2010,12,7,22,21,13.5,46.74,R
1917,2010,12,8,1,50,42.2,11.87,S
1918,2010,12,8,1,55,0.3,16.22,S
1919,2010,12,8,19,4,55.6,18.94,S
1920,2010,12,9,5,47,56,67.1,R
1921,2010,12,9,6,4,57.5,112.22,R
1922,2010,12,11,13,49,13.1,26.9,S
1923,2010,12,13,12,11,52.7,22.32,S
1924,2010,12,13,23,41,30.3,2.46,S
1925,2010,12,18,15,2,36.7,54.74,R
1926,2010,12,19,11,2,6.5,32.87,S
1927,2010,12,19,11,2,40.4,39.92,S
1928,2010,12,19,23,13,26.3,71.97,R
1929,2010,12,20,9,15,21.7,54.44,R
1930,2010,12,20,16,19,45.3,85.06,R
1931,2010,12,21,17,57,49.9,63.59,R
1932,2010,12,21,21,52,35,82.76,R
1933,2010,12,23,2,29,29.9,14.78,S
1934,2011,1,12,14,32,7,77.56,R
1935,2011,1,12,23,14,18.6,24.67,R
1936,2011,1,13,4,46,55.5,74.58,R
1937,2011,1,13,5,28,45.6,124.86,R
1938,2011,1,13,11,57,23.7,52.2,R
1939,2011,1,13,12,19,59.9,73.89,R
1940,2011,1,13,16,36,35,46.98,S
1941,2011,1,13,16,53,9.9,59.82,R
1942,2011,1,13,17,41,0.3,35.8,R
1943,2011,1,16,17,44,16.39,71.02,R
1944,2011,1,18,20,31,54.75,295.64,S
1945,2011,1,24,2,54,7.3,26.62,S
1946,2011,1,25,2,41,35.7,33.85,S
1947,2011,1,26,14,50,59.9,19.97,R
1948,2011,1,26,18,15,38.8,49.12,S
1949,2011,1,28,18,50,56.2,37.78,S
1950,2011,1,29,8,45,55.2,32.11,S
1951,2011,2,5,0,49,22.5,90.68,R
1952,2011,2,10,11,19,47.6,102.43,R
1953,2011,2,10,11,23,10.2,91.84,R
1954,2011,2,11,6,10,33,24.13,S
1955,2011,2,14,12,44,31,128.45,S
1956,2011,2,20,10,32,44.7,53.3,R
1957,2011,2,22,10,47,41.9,56.29,S
1958,2011,2,22,22,4,17,16.03,S
1959,2011,2,27,2,37,45.9,31.55,R
1960,2011,2,27,3,32,51.7,65.73,R
1961,2011,2,27,6,28,40.5,46.54,R
1962,2011,2,27,8,52,7,61.42,R
1963,2011,2,27,11,28,25.1,57.68,R
1964,2011,2,27,15,18,17.8,80.79,R
1965,2011,2,27,16,14,29.4,29.7,R
1966,2011,2,27,16,30,36.5,50.13,R
1967,2011,2,27,18,8,11.5,36.27,R
1968,2011,2,27,18,41,26.8,57.41,R
1969,2011,2,27,19,16,40.1,123.51,R
1970,2011,2,27,19,57,3.2,60.68,R
1971,2011,2,27,20,2,57.5,81.82,R
1972,2011,2,27,20,52,34.5,72.1,R
1973,2011,2,27,21,47,52.5,71.06,R
1974,2011,2,28,6,10,52.7,77.34,R
1975,2011,2,28,9,12,19.5,3.33,Q
1976,2011,2,28,10,4,58.3,56.55,R
1977,2011,2,28,11,1,6.5,40.34,S
1978,2011,2,28,14,10,4,48.78,R
1979,2011,2,28,14,15,18.1,103.8,R
1980,2011,2,28,14,49,39.4,52.4,R
1981,2011,2,28,23,35,57.1,81.47,R
1982,2011,3,1,0,58,53.8,65.69,R
1983,2011,3,1,3,4,30.8,53.28,R
1984,2011,3,1,3,21,36.4,81.39,R
1985,2011,3,1,3,26,32.2,72.05,R
1986,2011,3,1,9,20,15.5,38.74,R
1987,2011,3,1,14,4,22.1,41.4,R
1988,2011,3,1,14,14,8,40.76,R
1989,2011,3,1,15,19,42.3,66.4,R
1990,2011,3,2,3,20,23.1,93.83,R
1991,2011,3,2,4,50,41.9,77.36,R
1992,2011,3,2,7,38,7.3,10.89,S
1993,2011,3,2,21,8,11.7,3.3,Q
1994,2011,3,3,0,43,26.2,2.67,Q
1995,2011,3,4,4,1,44.8,6.84,Q
1996,2011,3,5,5,9,8.5,40.21,R
1997,2011,3,8,8,17,34.6,15.8,S
1998,2011,3,8,12,6,13.6,15,S
1999,2011,3,11,5,56,39.45,400,S
2000,2011,3,11,23,41,59.4,22.16,S
2001,2011,3,12,3,14,5.6,14.96,S
2002,2011,3,12,7,19,44.6,63.73,R
2003,2011,3,12,13,45,53.9,5.5,S
2004,2011,3,17,1,4,30.5,46.9,R
2005,2011,3,17,6,42,53.9,36.16,R
2006,2011,3,17,10,59,54.2,62.66,R
2007,2011,3,17,11,3,43.1,97.43,R
2008,2011,3,17,11,11,47.6,85.03,R
2009,2011,3,17,11,28,24.9,49.74,R
2010,2011,3,17,11,36,20.6,90.39,R
2011,2011,3,17,11,48,26.7,62.38,R
2012,2011,3,17,11,49,55.2,73.58,R
2013,2011,3,17,12,55,38.1,31.34,R
2014,2011,3,17,13,35,20.8,30.19,R
2015,2011,3,17,15,4,1.3,103.54,R
2016,2011,3,17,15,5,54.3,14.4,Q
2017,2011,3,17,15,14,22.6,36.78,R
2018,2011,3,17,15,16,45.4,53.92,R
2019,2011,3,17,15,46,41.4,3,Q
2020,2011,3,17,18,30,3,61.42,R
2021,2011,3,17,19,9,39.3,73.9,R
2022,2011,3,17,20,55,9.3,79.04,R
2023,2011,3,17,21,0,56.7,80.49,R
2024,2011,3,17,21,10,50.2,87.58,R
2025,2011,3,17,21,15,28.4,40.99,R
2026,2011,3,17,21,35,7.6,100.44,R
2027,2011,3,17,22,33,22.4,57.5,R
2028,2011,3,17,22,53,59.5,77,R
2029,2011,3,17,23,51,35.6,52.26,R
2030,2011,3,18,3,16,46.2,50.71,R
2031,2011,3,18,10,13,37.5,38.32,R
2032,2011,3,18,10,42,51,31.13,R
2033,2011,3,18,11,2,22.3,76.64,R
2034,2011,3,18,11,13,25.6,169.74,R
2035,2011,3,18,11,18,19.4,25.97,R
2036,2011,3,18,11,53,39.6,111.32,R
2037,2011,3,18,12,8,29.4,38.47,R
2038,2011,3,18,12,12,44.7,82.41,R
2039,2011,3,18,13,8,20.9,43.34,R
2040,2011,3,18,13,12,4.7,55.13,R
2041,2011,3,18,13,23,29.6,44.06,R
2042,2011,3,18,15,10,47.9,46.7,R
2043,2011,3,18,15,12,53.2,70.54,R
2044,2011,3,18,15,34,15.4,52.23,R
2045,2011,3,18,16,38,4.4,88.74,R
2046,2011,3,18,16,49,31.2,69.49,R
2047,2011,3,19,2,45,27.6,73.62,R
2048,2011,3,19,7,2,9.5,47.96,R
2049,2011,3,19,7,36,2.8,72.54,R
2050,2011,3,19,9,18,56.7,82.78,R
2051,2011,3,19,9,38,29.3,54.66,R
2052,2011,3,19,10,6,26.1,85.71,R
2053,2011,3,19,10,46,49.4,55.26,R
2054,2011,3,19,11,18,58.4,43.09,R
2055,2011,3,19,11,57,15.2,72.99,R
2056,2011,3,19,12,23,4.6,59.06,R
2057,2011,3,19,13,0,22.4,48.39,R
2058,2011,3,19,13,30,49.4,23.24,R
2059,2011,3,19,14,2,10.1,34.41,R
2060,2011,3,19,14,4,44.3,19.82,R
2061,2011,3,19,14,40,17.8,34.14,R
2062,2011,3,19,15,13,46.1,63.8,R
2063,2011,3,19,15,24,40.4,25.59,R
2064,2011,3,19,15,29,4,49.67,R
2065,2011,3,19,16,9,8.4,49.55,R
2066,2011,3,19,16,34,34.6,49.38,R
2067,2011,3,19,16,36,11.7,47.22,R
2068,2011,3,19,16,40,9.5,99.88,R
2069,2011,3,19,16,42,48.1,69.74,R
2070,2011,3,19,16,51,15.3,89,R
2071,2011,3,19,16,57,22.2,21.52,R
2072,2011,3,19,17,1,36.9,33.22,R
2073,2011,3,19,17,2,30.8,20.88,R
2074,2011,3,19,17,3,11.7,119.71,R
2075,2011,3,19,17,14,26.8,52.39,R
2076,2011,3,19,17,51,55.7,76.69,R
2077,2011,3,19,18,3,30.6,54.94,R
2078,2011,3,19,18,48,42.3,69.31,R
2079,2011,3,19,19,4,14.6,55.36,R
2080,2011,3,19,19,22,19.8,73.77,R
2081,2011,3,19,20,45,41.1,41.87,R
2082,2011,3,20,1,21,12.3,63.66,R
2083,2011,3,20,1,56,0.5,67.28,R
2084,2011,3,20,2,52,30.8,69.74,R
2085,2011,3,20,8,9,37.5,30.24,R
2086,2011,3,20,8,30,56.6,51.04,R
2087,2011,3,20,10,5,52.6,81.86,R
2088,2011,3,20,20,18,46.9,3.46,Q
2089,2011,3,21,14,24,19.4,4.6,Q
2090,2011,3,21,16,34,52.7,19.12,Q
2091,2011,3,22,20,29,1.8,3.16,Q
2092,2011,3,23,1,33,13.4,60.38,R
2093,2011,3,23,3,17,38.3,36.4,R
2094,2011,3,24,3,28,31.6,4.79,Q
2095,2011,3,24,9,40,48.7,3.33,Q
2096,2011,3,29,0,10,3.2,3.24,Q
2097,2011,3,29,1,38,15.8,88.79,R
2098,2011,3,29,2,47,55.2,48.28,R
2099,2011,3,30,5,31,15.1,53.94,R
2100,2011,4,5,19,18,36.9,31.96,S
2101,2011,4,7,14,45,28.6,438.93,S
2102,2011,4,12,6,54,22,57.5,R
2103,2011,4,13,0,9,3.1,28.72,S
2104,2011,4,13,12,33,35.1,16.77,S
2105,2011,4,14,18,46,56.6,19.87,S
2106,2011,4,16,23,49,44.4,47.47,S
2107,2011,4,19,20,5,7.8,56.98,S
2108,2011,4,23,3,15,32.7,4,Q
2109,2011,4,23,5,14,10.3,54.27,R
2110,2011,4,23,7,31,46.1,58.81,R
2111,2011,4,25,8,7,21.9,19.95,S
2112,2011,4,29,16,29,39.3,20.66,S
2113,2011,5,2,18,9,24.6,2.3,Q
2114,2011,5,2,19,2,55.6,84.73,R
2115,2011,5,2,19,13,44.8,44.67,R
2116,2011,5,2,21,41,34.6,8.38,Q
2117,2011,5,3,0,44,19.9,54.61,R
2118,2011,5,10,9,15,2,47.55,S
2119,2011,5,12,21,33,42.7,20.73,S
2120,2011,5,14,11,53,42.3,28.76,R
2121,2011,5,14,12,16,17.9,43.66,R
2122,2011,5,14,15,35,15,76.39,R
2123,2011,5,14,20,41,59.1,37.7,R
2124,2011,5,14,22,4,12.3,82.59,R
2125,2011,5,14,23,10,35.3,60.06,R
2126,2011,5,14,23,59,22.1,35.67,R
2127,2011,5,15,17,34,30.5,4.66,Q
2128,2011,5,18,15,26,18.8,12.08,S
2129,2011,5,18,16,53,6.4,20.94,R
2130,2011,5,18,17,16,59,48.58,R
2131,2011,5,18,17,48,43.8,94.94,R
2132,2011,5,18,17,55,8.3,50.1,R
2133,2011,5,18,18,5,45.1,2.71,Q
2134,2011,5,18,18,17,24,53.2,R
2135,2011,5,18,19,32,9.1,54.16,R
2136,2011,5,19,2,12,27.3,19.26,S
2137,2011,5,19,14,53,3.3,17.42,S
2138,2011,5,20,11,35,21.4,7.08,Q
2139,2011,5,20,18,1,6.7,10.01,S
2140,2011,5,22,2,13,29.8,22.94,S
2141,2011,5,23,15,32,21.6,35.43,S
2142,2011,5,26,5,2,54.7,24.8,S
2143,2011,5,30,15,17,46.2,4.76,S
2144,2011,5,31,10,55,21.4,19.26,R
2145,2011,5,31,16,54,36.8,86.37,R
2146,2011,5,31,20,4,10,35.04,R
2147,2011,5,31,20,15,49.3,67.85,R
2148,2011,5,31,20,45,43.5,13.84,R
2149,2011,5,31,20,59,58.4,43.73,R
2150,2011,5,31,21,3,28.4,54.92,R
2151,2011,5,31,21,58,24.2,30.23,R
2152,2011,5,31,22,31,3.4,48.43,R
2153,2011,5,31,23,59,34.2,60.44,R
2154,2011,6,1,0,54,52,66.45,R
2155,2011,6,1,1,5,56.3,73.85,R
2156,2011,6,1,2,14,52.2,39.97,R
2157,2011,6,1,3,14,8,46.89,R
2158,2011,6,1,3,44,24.6,22.77,R
2159,2011,6,1,6,52,17.7,33.41,R
2160,2011,6,1,6,52,57.2,89.58,R
2161,2011,6,1,6,56,9.9,28.74,R
2162,2011,6,1,6,57,31.8,37.23,R
2163,2011,6,1,7,4,28.3,51.14,R
2164,2011,6,1,7,6,53.3,25.66,R
2165,2011,6,1,7,22,52.8,39.49,R
2166,2011,6,1,7,25,0.9,34.73,R
2167,2011,6,1,7,27,10,95.94,R
2168,2011,6,1,7,48,14.3,36.15,R
2169,2011,6,1,8,28,1.9,77.59,R
2170,2011,6,1,12,55,49.9,35.16,S
2171,2011,6,1,13,39,24.6,45.7,R
2172,2011,6,1,13,41,8.7,69.36,R
2173,2011,6,1,13,45,49.1,53.95,R
2174,2011,6,1,13,59,56.3,30.22,R
2175,2011,6,1,15,28,14.8,10,S
2176,2011,6,1,18,34,40.6,46.99,R
2177,2011,6,1,18,40,16.7,47.61,R
2178,2011,6,1,19,13,14.1,124.96,R
2179,2011,6,1,19,15,38.9,64.21,R
2180,2011,6,1,20,28,4.8,76.46,R
2181,2011,6,1,22,30,42.1,75.34,R
2182,2011,6,2,0,47,31.4,59.03,R
2183,2011,6,2,1,46,19.6,44.26,R
2184,2011,6,2,1,47,9.1,99.94,R
2185,2011,6,2,1,55,12.4,96.45,R
2186,2011,6,2,2,34,18.9,24.24,R
2187,2011,6,2,2,36,46.9,74.52,R
2188,2011,6,2,3,10,25.7,102.34,R
2189,2011,6,2,3,16,18.8,69.6,R
2190,2011,6,2,3,28,56.2,40.4,R
2191,2011,6,2,4,0,3.3,31.94,R
2192,2011,6,2,5,3,42.7,74.3,R
2193,2011,6,2,8,5,6.84,77.11,R
2194,2011,6,2,8,14,3.8,67.39,R
2195,2011,6,2,8,41,38.2,70.65,R
2196,2011,6,2,10,51,37.3,57.87,R
2197,2011,6,2,11,12,12.08,71.59,R
2198,2011,6,2,11,33,6.2,63.76,R
2199,2011,6,3,10,38,0.1,36.7,R
2200,2011,6,3,18,11,37.3,55.61,R
2201,2011,6,3,18,53,34.2,69.05,R
2202,2011,6,4,3,24,17,11.63,Q
2203,2011,6,4,12,53,23,20.77,R
2204,2011,6,6,21,39,41.9,15.95,Q
2205,2011,6,7,23,4,28.8,64.69,R
2206,2011,6,8,5,26,53.4,48.48,R
2207,2011,6,8,6,11,15.5,40.38,R
2208,2011,6,8,6,45,30.2,57.05,R
2209,2011,6,8,7,5,19,46.34,R
2210,2011,6,8,7,10,43.8,69.35,R
2211,2011,6,8,7,13,18.8,60.61,R
2212,2011,6,8,7,17,10.6,64.11,R
2213,2011,6,8,8,0,22.5,116.28,R
2214,2011,6,8,8,3,35.4,18.83,R
2215,2011,6,8,8,50,30.5,60.48,R
2216,2011,6,8,10,18,58.1,72.63,R
2217,2011,6,8,12,34,7.6,45.66,R
2218,2011,6,8,15,8,21.9,20.75,R
2219,2011,6,8,17,7,3.3,68.4,R
2220,2011,6,8,19,24,45.6,80.18,R
2221,2011,6,8,20,13,50.2,59.66,R
2222,2011,6,8,23,10,46.27,37.94,R
2223,2011,6,8,23,11,28.42,41.85,R
2224,2011,6,10,0,13,28.1,2.39,Q
2225,2011,6,10,5,49,13.4,78.56,R
2226,2011,6,10,12,53,42.4,25.47,S
2227,2011,6,12,6,1,47.8,7.32,S
2228,2011,6,14,17,33,42.2,1.88,Q
2229,2011,6,15,17,21,36.2,35.25,S
2230,2011,6,15,19,22,24.4,7.75,Q
2231,2011,6,15,19,50,54.8,32.4,S
2232,2011,6,16,18,10,2.9,54.53,R
2233,2011,6,16,19,10,26.7,45.34,R
2234,2011,6,16,21,48,52.9,78.74,R
2235,2011,6,17,7,32,3.1,29.72,S
2236,2011,6,17,20,30,0.9,24.8,S
2237,2011,6,18,9,59,43,70.64,R
2238,2011,6,18,10,41,45,41.88,R
2239,2011,6,18,11,59,20.1,62.05,R
2240,2011,6,18,19,18,12.4,7.19,Q
2241,2011,6,19,2,47,47.6,71.97,R
2242,2011,6,19,3,22,36,101.98,R
2243,2011,6,19,5,36,39.8,46.36,R
2244,2011,6,19,5,45,41.4,76.4,R
2245,2011,6,19,5,52,5.2,96.01,R
2246,2011,6,19,5,58,15.1,92.29,R
2247,2011,6,20,12,56,11.8,57.54,R
2248,2011,6,20,18,32,32.6,7.79,S
2249,2011,6,21,0,31,21.6,70.83,R
2250,2011,6,23,8,11,2.3,2.16,I
2251,2011,6,23,8,20,47.7,1.86,I
2252,2011,6,23,8,41,9.9,50.32,R
2253,2011,6,23,8,42,32.1,50.44,R
2254,2011,6,23,10,2,26.8,2.68,I
2255,2011,6,23,10,9,25.4,1.68,I
2256,2011,6,23,10,26,0.2,2.51,I
2257,2011,6,23,13,44,47.9,2.08,I
2258,2011,6,23,13,58,46.9,1.82,I
2259,2011,6,23,14,1,17.7,1.33,I
2260,2011,6,23,14,5,8.7,1.68,I
2261,2011,6,23,14,10,17.1,1.83,I
2262,2011,6,23,14,14,40,2.3,I
2263,2011,6,23,14,18,30.6,2.12,I
2264,2011,6,23,14,22,46,3.54,I
2265,2011,6,23,14,25,23.2,2.15,I
2266,2011,6,23,21,8,33.1,141.64,R
2267,2011,6,23,22,45,18.8,95.46,R
2268,2011,6,24,3,22,1.4,164.51,S
2269,2011,6,24,9,5,4.9,2.18,I
2270,2011,6,24,9,32,22.2,6.5,I
2271,2011,6,24,9,39,57.8,2.66,I
2272,2011,6,29,16,43,4.4,104.69,R
2273,2011,6,29,18,14,10.4,45.06,R
2274,2011,6,29,20,17,54.1,87.71,R
2275,2011,6,29,21,43,52.4,53.26,R
2276,2011,6,29,22,48,45.7,20.06,R
2277,2011,6,29,23,20,8.7,63.38,R
2278,2011,6,30,0,16,58.6,86.16,R
2279,2011,6,30,0,23,22.2,27.06,R
2280,2011,6,30,0,40,20.4,68.82,R
2281,2011,6,30,1,2,4.69,113.94,R
2282,2011,6,30,1,11,15.2,63.72,R
2283,2011,6,30,1,28,11.7,24.34,R
2284,2011,6,30,1,46,54.1,62.52,R
2285,2011,6,30,1,49,44.6,55.17,R
2286,2011,6,30,1,57,25,58.83,R
2287,2011,6,30,2,0,48,74.74,R
2288,2011,6,30,2,29,2.7,65.2,R
2289,2011,6,30,2,41,21,91.97,R
2290,2011,6,30,2,43,43.9,75.13,R
2291,2011,6,30,4,29,2.7,54.99,R
2292,2011,6,30,5,33,6.5,54.11,R
2293,2011,6,30,6,49,19,69.78,R
2294,2011,6,30,9,23,5.6,4.05,I
2295,2011,6,30,11,16,43.5,9.23,I
2296,2011,6,30,12,0,39.7,60.49,R
2297,2011,6,30,12,45,36.8,5.22,I
2298,2011,6,30,13,51,39.9,3.2,I
2299,2011,6,30,15,24,6,2.98,I
2300,2011,7,1,8,28,51.1,46.5,R
2301,2011,7,2,3,13,19.84,130.74,R
2302,2011,7,2,14,43,57.7,84.61,S
2303,2011,7,3,1,56,48.9,27.54,R
2304,2011,7,5,13,24,54.4,2.91,Q
2305,2011,7,7,19,22,38.7,204.3,S
2306,2011,7,7,19,39,7,83.51,S
2307,2011,7,8,15,36,48.4,30.62,S
2308,2011,7,8,16,36,24.4,14.32,S
2309,2011,7,12,20,42,28.6,4.86,S
2310,2011,7,13,2,3,53.7,58.21,R
2311,2011,7,13,8,42,30.8,72.21,R
2312,2011,7,13,9,56,58.7,5,R
2313,2011,7,13,9,57,33.4,11.14,R
2314,2011,7,13,9,58,7.9,27.07,R
2315,2011,7,13,11,20,28.4,18.18,R
2316,2011,7,13,11,27,57.5,21.82,R
2317,2011,7,13,12,22,1.3,83.22,R
2318,2011,7,13,12,32,19.4,39.54,R
2319,2011,7,13,13,18,14.9,22.93,R
2320,2011,7,13,18,13,31.2,7.64,Q
2321,2011,7,13,20,51,50.7,33.9,R
2322,2011,7,13,20,53,3.7,82.3,R
2323,2011,7,13,21,46,24.9,76.15,R
2324,2011,7,13,22,14,28,60.19,R
2325,2011,7,13,22,23,33.1,43.77,R
2326,2011,7,13,22,28,10.2,60.89,R
2327,2011,7,13,22,38,41,67.71,R
2328,2011,7,13,22,41,27.6,38.97,R
2329,2011,7,13,22,56,16.3,67.33,R
2330,2011,7,13,23,11,14,62.8,R
2331,2011,7,13,23,16,8.8,64.96,R
2332,2011,7,13,23,18,40.6,87.83,R
2333,2011,7,13,23,24,36.9,15.72,R
2334,2011,7,13,23,25,24.3,63.5,R
2335,2011,7,13,23,27,11.7,18.73,R
2336,2011,7,13,23,34,41.5,54.9,R
2337,2011,7,13,23,40,20.1,43.53,R
2338,2011,7,13,23,41,32.5,60.74,R
2339,2011,7,13,23,47,44.6,70.02,R
2340,2011,7,13,23,58,50.9,60,R
2341,2011,7,14,0,3,0.8,11.46,R
2342,2011,7,14,0,14,50.6,75.72,R
2343,2011,7,14,0,21,11.4,41.56,R
2344,2011,7,14,0,32,43.9,74.7,R
2345,2011,7,14,0,47,37.9,84.31,R
2346,2011,7,14,0,56,40.5,65.78,R
2347,2011,7,14,1,11,29.4,102.51,R
2348,2011,7,14,1,15,36.3,49.59,R
2349,2011,7,14,1,51,18.1,62.24,R
2350,2011,7,14,1,55,12.8,70.23,R
2351,2011,7,14,3,2,5.9,93.59,R
2352,2011,7,14,3,18,54,93.78,R
2353,2011,7,14,3,28,3.3,41.49,R
2354,2011,7,14,3,43,18.8,54.92,R
2355,2011,7,14,3,51,51.4,8.82,Q
2356,2011,7,14,4,20,19.7,67.95,R
2357,2011,7,14,4,26,40.6,79.63,R
2358,2011,7,14,4,33,35.1,46.49,R
2359,2011,7,14,4,54,25.7,69.31,R
2360,2011,7,14,4,57,55.2,45.41,R
2361,2011,7,14,5,1,41.9,66.8,R
2362,2011,7,14,5,12,56.7,62.46,R
2363,2011,7,14,6,12,23,9.02,Q
2364,2011,7,14,6,25,28.13,22.87,R
2365,2011,7,14,6,25,53.22,64.8,R
2366,2011,7,14,6,29,10.5,22.85,R
2367,2011,7,14,6,31,40.4,74.68,R
2368,2011,7,14,6,33,48.1,70.99,R
2369,2011,7,14,7,0,47.3,158.37,S
2370,2011,7,14,7,18,34.1,85.04,R
2371,2011,7,14,7,34,3.7,19.48,R
2372,2011,7,14,7,42,6,27.88,R
2373,2011,7,14,7,42,37.7,4.32,Q
2374,2011,7,14,7,49,25.3,30.57,R
2375,2011,7,14,7,56,6.4,69.39,R
2376,2011,7,14,8,49,8,84.33,R
2377,2011,7,14,8,58,54.7,95.23,R
2378,2011,7,14,10,38,56.1,37.84,S
2379,2011,7,14,11,26,13.2,58.19,R
2380,2011,7,14,14,56,29.6,69.88,R
2381,2011,7,14,20,18,57.5,29.06,R
2382,2011,7,14,21,19,35.8,80.6,R
2383,2011,7,14,21,23,42.1,67.78,R
2384,2011,7,15,1,28,51,74.88,R
2385,2011,7,15,6,3,7.6,31.28,R
2386,2011,7,15,7,50,50.7,58.31,R
2387,2011,7,15,10,35,7.3,57.4,R
2388,2011,7,15,20,19,54.7,59.3,R
2389,2011,7,15,20,30,29.6,55.42,R
2390,2011,7,15,22,13,10.5,72.28,R
2391,2011,7,16,17,8,0,89,R
2392,2011,7,16,17,42,21.2,58.68,R
2393,2011,7,16,17,43,52.14,10.69,R
2394,2011,7,16,17,44,3.83,67.13,R
2395,2011,7,16,18,6,59.3,33.62,R
2396,2011,7,17,3,4,40,70.6,R
2397,2011,7,17,8,8,33.6,35.11,R
2398,2011,7,17,8,51,0,18.11,R
2399,2011,7,17,8,52,47.4,15.96,R
2400,2011,7,17,8,57,58.3,20.26,R
2401,2011,7,17,9,22,19.1,24.11,R
2402,2011,7,17,9,23,47.9,56.06,R
2403,2011,7,17,9,26,5,49.8,R
2404,2011,7,17,9,36,33.1,31.47,R
2405,2011,7,17,9,40,37.9,16.35,R
2406,2011,7,17,9,46,8,46.84,R
2407,2011,7,17,9,53,5.4,17.17,R
2408,2011,7,17,10,7,31.3,46.54,R
2409,2011,7,17,10,8,37,32.92,R
2410,2011,7,17,10,10,3.9,31.28,R
2411,2011,7,17,10,13,57.1,44.06,R
2412,2011,7,17,10,15,11.7,30.41,R
2413,2011,7,17,10,16,0.7,15.26,R
2414,2011,7,17,10,16,31.9,41.93,N
2415,2011,7,17,10,23,32.6,9.14,R
2416,2011,7,17,10,25,57.3,43.23,R
2417,2011,7,17,10,27,14.2,46,R
2418,2011,7,17,10,31,19.7,45.02,R
2419,2011,7,17,10,32,12.4,35.6,R
2420,2011,7,17,10,39,14.8,57.34,R
2421,2011,7,17,10,42,24.2,30.21,R
2422,2011,7,17,10,47,37,22.75,R
2423,2011,7,17,10,49,2.4,13.18,R
2424,2011,7,17,10,51,5.7,82.95,R
2425,2011,7,17,10,59,25.5,37.08,R
2426,2011,7,17,11,6,20.5,39.89,R
2427,2011,7,17,11,13,53.6,73.48,R
2428,2011,7,17,11,16,45.3,35.52,R
2429,2011,7,17,11,24,3.3,37.73,R
2430,2011,7,17,11,32,29.8,38.66,R
2431,2011,7,17,11,35,32,45.96,R
2432,2011,7,17,11,40,0.5,35.35,R
2433,2011,7,17,11,44,36.7,89.29,R
2434,2011,7,17,11,46,37.4,57.14,R
2435,2011,7,17,12,9,8.2,39.38,R
2436,2011,7,17,12,10,31.6,67.12,R
2437,2011,7,17,12,13,0,38.31,R
2438,2011,7,17,12,18,28.8,23.7,R
2439,2011,7,17,12,28,29.6,70.4,R
2440,2011,7,17,12,34,19.4,23.88,R
2441,2011,7,17,12,34,52.9,51.97,R
2442,2011,7,17,12,58,29.5,75.95,R
2443,2011,7,17,13,4,26.4,50.38,R
2444,2011,7,17,13,8,37.6,27.19,R
2445,2011,7,17,13,15,15.7,75.04,R
2446,2011,7,17,13,18,2.9,18.74,R
2447,2011,7,17,13,44,41,27.16,R
2448,2011,7,17,13,45,36.78,33.51,R
2449,2011,7,17,13,46,14.81,54.22,R
2450,2011,7,17,13,59,56.6,61.52,R
2451,2011,7,17,14,32,24.1,22.02,R
2452,2011,7,17,14,51,53.5,27.44,R
2453,2011,7,17,15,3,33.9,11.99,R
2454,2011,7,17,15,4,15,71.65,R
2455,2011,7,17,15,32,33.3,60.34,R
2456,2011,7,17,15,42,40.4,81.5,R
2457,2011,7,17,17,9,40.6,61.67,R
2458,2011,7,17,17,31,14.1,52.9,R
2459,2011,7,17,18,31,28.6,118.78,S
2460,2011,7,17,19,15,16.8,58.3,R
2461,2011,7,17,19,49,26.7,56.4,R
2462,2011,7,17,19,52,26.9,28.56,R
2463,2011,7,17,22,12,35.9,34.16,R
2464,2011,7,18,0,18,56.3,65.16,R
2465,2011,7,18,1,36,42.6,32.53,R
2466,2011,7,18,2,14,29.5,42.39,R
2467,2011,7,18,2,25,55.4,50.41,R
2468,2011,7,18,2,31,34.4,103.11,R
2469,2011,7,18,7,54,47.5,40.21,R
2470,2011,7,18,15,42,1,94.08,R
2471,2011,7,18,15,46,45.5,93.15,R
2472,2011,7,18,17,54,23,56.61,R
2473,2011,7,19,4,54,38.4,43.46,R
2474,2011,7,19,8,54,43.4,11.98,R
2475,2011,7,19,8,55,7.5,12.29,R
2476,2011,7,19,8,59,36.4,76.86,R
2477,2011,7,19,9,1,6.7,23.46,R
2478,2011,7,19,9,5,41.4,29.62,R
2479,2011,7,19,9,13,54.6,36.5,R
2480,2011,7,19,9,30,44.3,59.02,R
2481,2011,7,19,9,39,38,67.68,R
2482,2011,7,19,9,41,8,20.88,R
2483,2011,7,19,9,45,40.2,7.8,Q
2484,2011,7,19,11,45,0.9,41.52,R
2485,2011,7,19,13,34,10.9,76.08,R
2486,2011,7,19,14,15,4.1,51.58,R
2487,2011,7,19,15,11,35.8,66.25,R
2488,2011,7,19,15,56,37.9,61.71,R
2489,2011,7,19,16,23,17,46.44,R
2490,2011,7,19,16,31,36.5,53.4,R
2491,2011,7,19,17,9,37.9,25.06,R
